row: origin_zone/col: destination_zone,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
67,0.52110803,0.7396714,0.21184634,0.043529674,0.3299338,0.33637905,0.20147559,0.594201,0.07850714,0.26182684,0.42555037,0.43859956,0.8187936,0.19965237,0.40181977,0.10614403,0.056271434,0.45395553,0.11732116,0.89785147,0.96792835,0.3405904,0.2804872,0.8012811,0.33533457,0.104840785,0.2137099,0.53577995,0.58354485,0.44581947,0.09674006,0.15716578,0.16450307,0.24702877,0.04036377,0.095457844,0.024124254,0.38086325,0.041698605,0.11887622,0.21512973,0.3822512,0.6427271,0.07361407,0.47352022,0.07098,0.49925467,0.9451365,0.12794556,0.029268699,0.051716536,0.95419484,0.06092018,0.3578668,0.37603536,0.26141506,0.13936116,0.41138667,0.51159775,0.19106339,0.7154164,0.22531764,0.40920243,0.89837056,0.033455897,0.117064856,0.05707503,0.1253683,0.053379532,0.02712073,0.1575411,0.043915715,0.8434962,0.5715439,0.5156774,0.21153627,0.25107434,0.10589286,0.48040918,0.12954748,0.6157721,0.21156421,0.3529969,0.41251045,0.037634905,0.37678677,0.10137948,0.65235084,0.59037036,0.8851012,0.3017332,0.0258679,0.093870215,0.48358208,0.06097669,0.1593984,0.15732801,0.29700053,0.5097144,0.90501225
68,0.21139364,0.27017567,0.7058956,0.653564,0.065250345,0.32911554,0.09869448,0.9942092,0.7180453,0.025478005,0.8339147,0.3643351,0.17716189,0.15097699,0.2813237,0.08200351,0.5672036,0.08682727,0.20719574,0.13055435,0.3709542,0.33287573,0.68567246,0.26332644,0.084487185,0.22527266,0.21155508,0.4570164,0.15122817,0.106935166,0.16992374,0.12307619,0.2284305,0.26155826,0.32976907,0.05690437,0.14391786,0.12432318,0.084275104,0.9299438,0.10083007,0.14405015,0.18028699,0.06741807,0.039880585,0.29412177,0.88388604,0.55811787,0.14984491,0.9149181,0.07409811,0.4499659,0.23499352,0.3399626,0.75230396,0.1695498,0.2594398,0.15721229,0.6257102,0.05239284,0.91904455,0.3714632,0.13551432,0.543231,0.3614562,0.09843532,0.15194625,0.017927738,0.055362504,0.7262701,0.13170905,0.63423127,0.20125508,0.5174061,0.124895796,0.25493515,0.2752828,0.04890845,0.13871743,0.879222,0.06910108,0.1526999,0.20678706,0.11443531,0.3742615,0.85213923,0.28718624,0.040171117,0.20666398,0.66557676,0.1068768,0.49750984,0.25298196,0.19463745,0.4015073,0.7092065,0.21690165,0.17434576,0.087451346,0.20809291
69,0.3277118,0.04784974,0.9421175,0.7791548,0.2449085,0.15777998,0.3427381,0.3222044,0.39322737,0.33881092,0.2286921,0.50503725,0.06339623,0.67978215,0.28483215,0.8910288,0.626102,0.49845955,0.14538331,0.4058878,0.031089451,0.12311315,0.11786189,0.19551098,0.037529524,0.2529604,0.01546566,0.46603987,0.4420766,0.5824523,0.06909899,0.35364205,0.15151182,0.6774362,0.47050613,0.9562534,0.2681715,0.13851953,0.10429142,0.30358285,0.54918396,0.28974095,0.01996255,0.060709573,0.11151062,0.25945744,0.20459346,0.44378015,0.92250365,0.23919071,0.13562568,0.23506014,0.7884237,0.23223948,0.11681948,0.055460453,0.021197196,0.4483948,0.59055895,0.9153452,0.4125436,0.58760756,0.72308576,0.4773812,0.22299585,0.34588578,0.41481388,0.6433442,0.031751197,0.5622383,0.43152738,0.37278214,0.69981754,0.36405942,0.09869782,0.24096598,0.38072526,0.060422968,0.7904355,0.041258242,0.07053333,0.24027993,0.44319144,0.8215743,0.21840324,0.25808778,0.14792857,0.10386446,0.6620308,0.34625873,0.33855462,0.1378208,0.12930265,0.6133034,0.91427934,0.8519511,0.1570217,0.69734395,0.6135627,0.22028342
70,0.5054093,0.24367854,0.18369918,0.03684031,0.06727966,0.6597461,0.59643304,0.7022134,0.24196315,0.9187823,0.24512345,0.071964025,0.29599094,0.110514864,0.59681606,0.8827915,0.13839921,0.76657426,0.6854057,0.66029316,0.91956913,0.40233698,0.04837951,0.4259644,0.13113096,0.18503466,0.1314441,0.08239719,0.60794276,0.033271283,0.117287345,0.8751344,0.032385442,0.42767522,0.5589752,0.6961338,0.14233242,0.757745,0.1337869,0.12795223,0.23247902,0.19330508,0.67820483,0.17081924,0.68511194,0.5299829,0.5506073,0.65231186,0.35050985,0.3227234,0.5832962,0.21733992,0.30202845,0.24864157,0.27136213,0.06892581,0.07644072,0.6905677,0.68280095,0.0657478,0.058097534,0.11510802,0.31946462,0.14886445,0.120204076,0.51769376,0.9974062,0.4566102,0.19220638,0.8756356,0.8371735,0.08656342,0.21294414,0.45535794,0.06933745,0.23261192,0.42494452,0.5296966,0.04673277,0.33853388,0.229748,0.8486718,0.076944284,0.0702393,0.399756,0.6072146,0.039829332,0.34750733,0.26111898,0.06664902,0.2698984,0.9633271,0.11169224,0.28221828,0.055730537,0.75850016,0.06217244,0.31033745,0.30535576,0.16536301
71,0.35235494,0.09936575,0.47065607,0.25519103,0.5269393,0.4400995,0.2989076,0.22746557,0.86247563,0.7090101,0.15878509,0.6443573,0.7921424,0.497585,0.520172,0.0954878,0.06791321,0.43014777,0.06587557,0.3824039,0.06707222,0.22409555,0.24979939,0.6223742,0.0280588,0.9470466,0.46471834,0.16289137,0.7984799,0.94268864,0.26961756,0.14653873,0.26069805,0.07282608,0.27455193,0.25646678,0.24204397,0.51370347,0.3496236,0.9987221,0.27466515,0.5933981,0.86015135,0.57166994,0.03137302,0.73253393,0.3226217,0.21647985,0.031248577,0.31349957,0.07320445,0.20107087,0.4076059,0.49119106,0.15301296,0.1995929,0.35707057,0.05404987,0.44567576,0.5008778,0.25390485,0.88371533,0.8213105,0.6609754,0.1063553,0.4943761,0.94069326,0.4840706,0.02620547,0.1119351,0.30969015,0.037460286,0.740571,0.9038886,0.8226311,0.8447711,0.40663216,0.597871,0.7505298,0.03263507,0.8427394,0.10884658,0.17761803,0.10379226,0.32360688,0.37518057,0.19325814,0.059947036,0.21153471,0.042667486,0.06775171,0.26067507,0.12879659,0.56882674,0.25542054,0.5998091,0.008043199,0.040724862,0.10457893,0.08770134
72,0.1462854,0.33887887,0.370653,0.12588792,0.2107021,0.4045009,0.35970786,0.4608159,0.9334277,0.47813383,0.13862383,0.82580376,0.13041063,0.5820819,0.85209525,0.41656983,0.49653023,0.6430494,0.116244085,0.57518053,0.4733742,0.95300806,0.2694396,0.08865753,0.8471774,0.081422366,0.5156873,0.27796963,0.48761725,0.09545311,0.7348687,0.9231898,0.16295993,0.5965115,0.53218085,0.1347071,0.095230006,0.5672768,0.934739,0.84346706,0.3854058,0.48504603,0.20405875,0.60052407,0.19821969,0.4332157,0.63328815,0.07291323,0.07287652,0.22324713,0.26345962,0.20547837,0.6325033,0.25685686,0.28546944,0.1477351,0.45274517,0.8282164,0.14659443,0.6931177,0.46580705,0.06527573,0.37646973,0.4042913,0.032385904,0.67920464,0.024792647,0.34213674,0.6431298,0.5136025,0.37667173,0.054808855,0.65954894,0.31445932,0.4453547,0.21156497,0.31978807,0.59908694,0.42005208,0.7457675,0.093144976,0.9606074,0.16612996,0.15995201,0.15741324,0.67794245,0.16640982,0.9988227,0.039521504,0.03409254,0.6065199,0.20070902,0.3812399,0.85335726,0.46356493,0.40788236,0.23710567,0.28996927,0.44759366,0.7249029
73,0.111224465,0.34657174,0.3451918,0.37323546,0.07197475,0.84079,0.87927413,0.8793726,0.18788269,0.14720449,0.68359584,0.031393837,0.33994797,0.52314544,0.11222161,0.7205194,0.37429303,0.13213041,0.030724214,0.1505057,0.5782057,0.25009498,0.29355952,0.58819914,0.9698604,0.4147466,0.10443008,0.7138059,0.5741951,0.5550155,0.19217384,0.014658164,0.40377185,0.82630044,0.12238546,0.5678829,0.65350527,0.022541253,0.40916288,0.78112376,0.045187242,0.5482566,0.33640584,0.49946573,0.13062145,0.1816976,0.10957431,0.48505792,0.07052525,0.50682664,0.1612037,0.033140827,0.076211214,0.14115469,0.43446547,0.9192535,0.12071437,0.45982394,0.5237927,0.62242496,0.72529405,0.99014854,0.7545323,0.2617456,0.33080807,0.36694127,0.16220891,0.82611656,0.031281263,0.22348595,0.053714167,0.8597481,0.07983636,0.3634986,0.25090602,0.6173082,0.5066784,0.4173352,0.08766127,0.15167971,0.09872408,0.29641256,0.5891834,0.2290184,0.78548205,0.10462544,0.81928635,0.07820226,0.24684373,0.54740775,0.1481381,0.809101,0.38473833,0.22844926,0.14321478,0.40426093,0.8042605,0.07182359,0.6485217,0.3118733
74,0.71263933,0.774257,0.30111754,0.057802197,0.01737761,0.7206979,0.2406892,0.83186877,0.3681925,0.30894816,0.7852106,0.5910462,0.73607033,0.41733053,0.46384552,0.6252267,0.49066013,0.2159154,0.88785136,0.89466435,0.718151,0.27271813,0.09227812,0.928192,0.21463485,0.43834996,0.042314265,0.84410983,0.21481045,0.21402459,0.82827955,0.13013609,0.06983675,0.07514389,0.264113,0.18594879,0.39379695,0.41783014,0.080922924,0.8222413,0.031001111,0.4424064,0.5618019,0.5237984,0.7341644,0.27716,0.37316364,0.4396474,0.38314262,0.040738154,0.17020759,0.72368366,0.41787153,0.24611792,0.1415356,0.23487975,0.122480966,0.089828245,0.07143988,0.91441166,0.3458555,0.70255846,0.5531457,0.33368835,0.92539936,0.1618454,0.085402854,0.5432988,0.6773067,0.17233585,0.829985,0.3101551,0.21586166,0.93196803,0.31192803,0.41431573,0.22042538,0.55115896,0.04841424,0.016465873,0.70154345,0.057195395,0.10247086,0.1534075,0.07791009,0.13676633,0.8071126,0.3291405,0.6746978,0.9516951,0.7636769,0.07171483,0.5389971,0.6062779,0.14086258,0.2620344,0.15759413,0.8640892,0.26098025,0.12393351
75,0.32537365,0.49804488,0.740386,0.10100205,0.31937262,0.2708961,0.119544074,0.17015421,0.022100195,0.0908865,0.522524,0.13423559,0.695805,0.31843022,0.18428475,0.6083407,0.37394127,0.40137705,0.99598145,0.3307106,0.42590833,0.36700198,0.21357396,0.50805557,0.9077578,0.19929448,0.44465306,0.06788037,0.063304156,0.72309905,0.19100818,0.36925572,0.06752005,0.047441572,0.13316861,0.32776704,0.6531964,0.21345118,0.39469713,0.47804508,0.06824612,0.2099541,0.8457517,0.4005589,0.06968274,0.45513558,0.5409052,0.32029828,0.0370989,0.42135337,0.2133244,0.26377472,0.86049265,0.13368991,0.47652912,0.16295043,0.60228187,0.15713674,0.80682355,0.12025851,0.8152398,0.047572326,0.5027991,0.8773309,0.36320737,0.4048929,0.32154652,0.10680418,0.73868275,0.05755751,0.5368185,0.25286314,0.01606154,0.9623099,0.033208635,0.9953911,0.43299457,0.17459759,0.44961905,0.66282827,0.69070894,0.021179534,0.09347467,0.9236753,0.076181695,0.11393676,0.49717525,0.16446257,0.1148766,0.38796738,0.23059782,0.13300231,0.81479824,0.43256995,0.56341726,0.41133207,0.09202847,0.1878127,0.04287213,0.42803922
76,0.04228877,0.44550192,0.030934779,0.3687628,0.7845005,0.42561695,0.59494615,0.17980707,0.09531755,0.4762503,0.062066544,0.068162635,0.64003307,0.09959978,0.8076623,0.12423396,0.09044506,0.19352517,0.31440985,0.27919635,0.0658569,0.20030124,0.28964442,0.70721596,0.3181768,0.13102846,0.6976255,0.66841936,0.050152197,0.093405746,0.041568335,0.5794469,0.10307171,0.7230947,0.39265132,0.09762204,0.9105692,0.15414864,0.35989574,0.34558114,0.055390112,0.24278836,0.11330993,0.70804703,0.7840476,0.15146168,0.91854346,0.2894435,0.09967356,0.036955655,0.7727006,0.029672438,0.44204324,0.07316341,0.25710618,0.35805333,0.055570416,0.33772856,0.5868672,0.3681928,0.19492905,0.60083765,0.115134254,0.5184256,0.25517878,0.05124611,0.31215015,0.2836498,0.15886092,0.49446863,0.34506935,0.32854062,0.5829796,0.19500093,0.43460387,0.48315704,0.16915236,0.01708918,0.9938033,0.27542657,0.11659457,0.5241111,0.08634143,0.38260683,0.15008186,0.19398881,0.55693805,0.258012,0.28047395,0.8318299,0.7831448,0.40475643,0.8691252,0.23262581,0.51441854,0.9444698,0.16591588,0.39859635,0.0353888,0.13248612
77,0.052300174,0.19714129,0.4297919,0.6718795,0.06497683,0.18248971,0.06176761,0.03034515,0.59106344,0.64363855,0.27888802,0.50774264,0.24276651,0.5190683,0.1967515,0.30218545,0.9679679,0.8998423,0.16351423,0.4305092,0.6949946,0.16594546,0.069317505,0.6329193,0.5063218,0.48933885,0.060386416,0.39905912,0.07057841,0.8915166,0.061857495,0.71714956,0.07079799,0.11263779,0.13627045,0.06415564,0.118357666,0.115153335,0.8395516,0.9469286,0.82356244,0.1786546,0.25563872,0.010785831,0.18778044,0.3641552,0.17404895,0.7555373,0.38365844,0.2069126,0.03721872,0.25892493,0.07941093,0.6268047,0.23854007,0.21655919,0.44849908,0.41854122,0.30939063,0.07851317,0.20741856,0.059073698,0.8830124,0.19200332,0.3710373,0.25047696,0.5808257,0.64887977,0.59365946,0.08678103,0.9442098,0.15467353,0.5143746,0.96559936,0.12073014,0.43650004,0.034670155,0.82289624,0.4098695,0.6766471,0.14077085,0.08400052,0.07005312,0.7180371,0.408067,0.3286133,0.42281926,0.17565103,0.11328575,0.103508264,0.03938344,0.31173256,0.35475025,0.61529696,0.18531075,0.0835311,0.34968796,0.20717013,0.31279144,0.7535026
78,0.14429992,0.24545226,0.4505199,0.9002918,0.11401146,0.05271248,0.051331412,0.027240194,0.021228608,0.05625024,0.21200429,0.2654453,0.16527328,0.6189515,0.66559106,0.6332164,0.11040104,0.70199203,0.4363997,0.07425815,0.69485617,0.20491901,0.100017406,0.62882906,0.76570463,0.07440407,0.2245216,0.40041754,0.04420429,0.31204447,0.19003545,0.54977185,0.5724284,0.22127567,0.31572875,0.11105806,0.14995348,0.10056919,0.5963812,0.6487268,0.29903334,0.30672145,0.3167177,0.14069654,0.03584011,0.75199217,0.4627668,0.65028465,0.045813408,0.088414654,0.11683661,0.9703781,0.14843404,0.3040365,0.7121075,0.3632745,0.26668546,0.9933344,0.5254036,0.12767844,0.826757,0.35597187,0.11800309,0.5482228,0.9931648,0.6027763,0.06787885,0.44207942,0.19092079,0.87551904,0.25095117,0.23146012,0.22734056,0.63925296,0.22455937,0.87654394,0.09842406,0.5070649,0.22888342,0.778174,0.021781314,0.5223852,0.024758529,0.117657945,0.11878394,0.15804975,0.36986077,0.37628785,0.13838753,0.22367385,0.15623641,0.42008224,0.18679589,0.10055303,0.19736952,0.16156776,0.5730806,0.32329407,0.45923668,0.03853567
79,0.4382586,0.09763293,0.23813324,0.27031878,0.7072035,0.02136685,0.028399419,0.114911795,0.14414924,0.05897266,0.36570728,0.5957963,0.10614806,0.16449487,0.59357536,0.98640245,0.39630637,0.04790336,0.23965473,0.1499768,0.6854594,0.26144895,0.795543,0.24808834,0.3971105,0.17972876,0.058454957,0.41368997,0.25888294,0.4312899,0.73967206,0.060568225,0.53160274,0.14887865,0.023247099,0.16524787,0.5510885,0.35571766,0.1789796,0.43676323,0.7635721,0.1776676,0.6774097,0.25979167,0.1870894,0.24343804,0.5514228,0.27225295,0.14114746,0.35201737,0.33025515,0.1535823,0.23251283,0.45660177,0.16197212,0.9084738,0.24935511,0.952634,0.19851798,0.75347346,0.25374103,0.45564544,0.42989966,0.24845286,0.1996059,0.2239063,0.3156529,0.33429736,0.23650089,0.5216563,0.8417531,0.3479843,0.36805192,0.850301,0.016664615,0.18212141,0.26122516,0.3189074,0.082171194,0.5277692,0.37802404,0.4965833,0.13228124,0.60386574,0.083989844,0.046808798,0.8197717,0.1239177,0.2518293,0.21996489,0.35363647,0.016795421,0.99817395,0.5601723,0.4003943,0.38970673,0.7996499,0.37048566,0.18912333,0.38015726
80,0.033177674,0.12359915,0.54420316,0.9716058,0.06711314,0.0837618,0.43696022,0.4245816,0.41365564,0.01703062,0.031163098,0.73476195,0.2439008,0.158522,0.13207753,0.82108724,0.34095046,0.44877902,0.58778644,0.10386058,0.16593933,0.063201584,0.22694921,0.40222225,0.31924263,0.11531535,0.46365836,0.21352027,0.27793473,0.073334835,0.8598437,0.28281337,0.96195984,0.1973359,0.06873453,0.19860536,0.11104532,0.6896043,0.090499714,0.14491487,0.3769965,0.8247962,0.08603689,0.0360556,0.1132488,0.09765993,0.35205895,0.07036389,0.17612383,0.14774087,0.5377812,0.19279099,0.34742776,0.34457356,0.49759012,0.08266182,0.06566967,0.80512667,0.79971343,0.7009112,0.73410195,0.114148155,0.1981871,0.21785885,0.21489029,0.5908275,0.23797868,0.42692307,0.02575158,0.26683325,0.6510757,0.109662384,0.08059612,0.8117379,0.22594701,0.44405794,0.05510993,0.26662114,0.08494959,0.50232977,0.8837559,0.28167182,0.20551969,0.05269569,0.9820649,0.541201,0.055683892,0.7996439,0.49295342,0.20081934,0.05735276,0.20277783,0.22251359,0.60718054,0.7413666,0.11408923,0.47933176,0.37888843,0.15099926,0.33027527
81,0.03953123,0.12767015,0.7540413,0.58136046,0.31769997,0.7405785,0.6679909,0.07642084,0.070074275,0.075371996,0.2084668,0.11395387,0.06943089,0.1750865,0.6870322,0.57832474,0.5544906,0.08148037,0.9791768,0.30276886,0.26204655,0.3466388,0.7962506,0.8186532,0.19346724,0.199586,0.6377932,0.61132365,0.055361528,0.41148567,0.32476473,0.3635588,0.5877978,0.7767728,0.20838773,0.1798559,0.2507049,0.103389725,0.17684157,0.21830648,0.63337314,0.90114015,0.09122456,0.039034348,0.05538941,0.12043118,0.12840538,0.79928434,0.26489806,0.45081168,0.0681037,0.5954538,0.7610012,0.62591386,0.64457035,0.38490462,0.18330349,0.3587685,0.2019374,0.1453141,0.55062145,0.12509066,0.824381,0.2983165,0.12100254,0.097362675,0.21268581,0.095331796,0.100531794,0.73228633,0.29894108,0.62954754,0.24102691,0.81126237,0.2462216,0.034836512,0.071263276,0.030985985,0.16450274,0.083603024,0.12566331,0.42097864,0.13059048,0.39437294,0.6493445,0.18512432,0.47488168,0.06873012,0.10257526,0.23364854,0.060718898,0.75461084,0.3032336,0.73955137,0.7753469,0.68296856,0.13483933,0.18047817,0.9989727,0.84125215
82,0.37710738,0.15927786,0.8328894,0.2260473,0.14248352,0.16309097,0.8245974,0.16277276,0.8143488,0.111118525,0.04169148,0.14098182,0.50623274,0.17740868,0.05438945,0.32694885,0.17329673,0.17125723,0.83940905,0.49491102,0.2644422,0.7634834,0.15909217,0.16867502,0.20549656,0.22153045,0.2230172,0.09942065,0.43163833,0.52542967,0.112490505,0.038312223,0.9104409,0.4941096,0.66625744,0.9325371,0.71132296,0.5013645,0.053164832,0.18594222,0.8210052,0.019922638,0.42272142,0.23956145,0.10127641,0.47752658,0.039250903,0.11670909,0.8084008,0.09769291,0.51431066,0.09512142,0.07265479,0.31742388,0.030196073,0.08412041,0.9395013,0.17456853,0.067122996,0.33210167,0.05405353,0.68048084,0.57906884,0.4203382,0.24990828,0.11913055,0.2893086,0.20269409,0.55680484,0.1889204,0.14520337,0.039475664,0.72977316,0.094295785,0.53159904,0.01999269,0.71787816,0.6877252,0.36747277,0.26979232,0.048781164,0.09787653,0.48937273,0.5172058,0.14046048,0.75261396,0.88154924,0.449711,0.21371558,0.41077933,0.040267825,0.13856798,0.09231723,0.052620653,0.55703706,0.2839329,0.39337748,0.16118607,0.6463491,0.22700427
83,0.3219006,0.16062179,0.44893256,0.81418157,0.4413938,0.04563795,0.22744189,0.1019169,0.6872846,0.3847103,0.74550885,0.38369855,0.07893288,0.10497379,0.47712567,0.045402404,0.12639032,0.6664352,0.101139836,0.25215122,0.4793655,0.48360404,0.15710743,0.65980494,0.62576175,0.15457897,0.25282535,0.063984126,0.15721901,0.22568473,0.07637479,0.067317106,0.65014845,0.2314565,0.31941423,0.39108822,0.20260201,0.48453465,0.07612184,0.027388738,0.56129706,0.68575746,0.09776952,0.48242652,0.19452685,0.9493955,0.9555779,0.8929931,0.44284353,0.44769236,0.15765703,0.08399201,0.06643957,0.67795384,0.7193903,0.079140335,0.8747892,0.629672,0.3352806,0.4043062,0.13530864,0.7021134,0.24371293,0.14654066,0.37429222,0.07089038,0.12148265,0.2404719,0.25401032,0.47908282,0.53916484,0.115619056,0.17119117,0.34593633,0.6428077,0.095275536,0.3114365,0.157839,0.024403745,0.022940852,0.69154555,0.48639888,0.21288916,0.6804325,0.77658874,0.792664,0.24997976,0.17743102,0.50418943,0.04502405,0.56838423,0.3680234,0.16059002,0.42150918,0.5297991,0.76027197,0.2366125,0.20892751,0.5291745,0.12094385
84,0.9443255,0.22578186,0.011273279,0.05953549,0.498215,0.39863724,0.23060255,0.16072075,0.7474229,0.2535919,0.17451425,0.7869373,0.63167155,0.6119492,0.3998089,0.6648398,0.47428867,0.6369936,0.19854438,0.29899678,0.16862929,0.95704323,0.2618881,0.24054062,0.5793996,0.038549196,0.09990039,0.0361548,0.19676527,0.719879,0.18036953,0.23954977,0.24752674,0.17623682,0.5231388,0.42329773,0.3475964,0.45473933,0.6542537,0.5119618,0.4460833,0.088477895,0.36981246,0.98287785,0.12377948,0.031423736,0.10684916,0.65712696,0.12645018,0.9129134,0.8527104,0.5003397,0.7772422,0.118452236,0.3997359,0.4585398,0.77819705,0.7685763,0.078138486,0.08348701,0.072061494,0.16355363,0.4254569,0.8849661,0.021245541,0.13347177,0.36271355,0.9417416,0.60452497,0.085192226,0.3093404,0.05928158,0.045307264,0.15775816,0.64064187,0.31445402,0.23123652,0.115232244,0.3875784,0.33846432,0.4086076,0.06669674,0.7781168,0.2668251,0.7702525,0.3136188,0.5022048,0.6383924,0.3506451,0.8557533,0.18732364,0.1504517,0.30818594,0.14695674,0.070961334,0.261799,0.21395592,0.06369767,0.31374472,0.013434505
85,0.22414696,0.03728497,0.15596856,0.14571245,0.4629546,0.25024337,0.33714566,0.07247875,0.740031,0.030220035,0.3208304,0.37737408,0.8535211,0.14519197,0.5610979,0.29129305,0.15614109,0.3666866,0.78851914,0.30072364,0.15593691,0.13476218,0.38584864,0.44994774,0.029105412,0.027516862,0.36427283,0.061570298,0.1734163,0.25039664,0.37280992,0.0658046,0.5625715,0.19604819,0.53494453,0.5464107,0.05316912,0.35837516,0.64757645,0.5878901,0.24511947,0.93700385,0.062129647,0.052739833,0.24547522,0.044819966,0.6021002,0.010542048,0.0115214875,0.5138876,0.3354963,0.21802437,0.1916332,0.8604767,0.37627023,0.23546427,0.1288805,0.77441365,0.054447703,0.24507287,0.20015305,0.6233832,0.9291589,0.17670679,0.06124647,0.31261745,0.9111096,0.20126948,0.29937023,0.16907883,0.4187527,0.07069898,0.6945806,0.48410234,0.80551934,0.30829364,0.4738422,0.73899597,0.1654322,0.2689732,0.35299024,0.9433325,0.13621789,0.23376334,0.24398196,0.5359388,0.059652366,0.22111772,0.6003952,0.13123602,0.19983543,0.27640843,0.15828247,0.41622138,0.19583942,0.5787523,0.41373387,0.6865264,0.398786,0.3374842
86,0.16603729,0.4165292,0.42477286,0.45205733,0.78851783,0.23722981,0.44349274,0.056251597,0.72496367,0.41666993,0.1749585,0.7059706,0.42080015,0.019665597,0.22254898,0.70463055,0.7762423,0.1766992,0.6644428,0.4191725,0.1333421,0.29127717,0.20646435,0.21992642,0.16775881,0.81860363,0.6639703,0.10039919,0.4694492,0.74344456,0.22392829,0.67473376,0.42436695,0.7980152,0.06276164,0.26945755,0.88598883,0.6696115,0.20268616,0.81812876,0.35629746,0.6781016,0.23975198,0.20261931,0.14408578,0.11257411,0.31818178,0.20572384,0.25795266,0.12078222,0.27454147,0.12712798,0.98123753,0.990393,0.16965213,0.1954835,0.22067046,0.106448025,0.49777898,0.9274362,0.39879292,0.7513125,0.18796371,0.12565827,0.1966946,0.20433573,0.042770855,0.27753672,0.37398535,0.23642556,0.5734956,0.5621924,0.1740982,0.30696747,0.044793066,0.7881985,0.06574328,0.22741896,0.0759922,0.18407035,0.52898806,0.5310477,0.041218147,0.51829135,0.3275633,0.44320786,0.066805534,0.5070657,0.4533935,0.12616557,0.11948452,0.10139518,0.86590564,0.12125128,0.14649989,0.22524889,0.5436727,0.04261903,0.1145852,0.16199787
87,0.049752537,0.65815145,0.8397105,0.7863126,0.17907107,0.2519133,0.039327744,0.043419037,0.21805133,0.09905274,0.14272402,0.062894166,0.54426193,0.38571998,0.77134347,0.46295357,0.037044365,0.12707722,0.06691435,0.16325563,0.31104407,0.27821583,0.063438006,0.14361773,0.23900044,0.11835135,0.5082422,0.527754,0.4435795,0.23362976,0.9556343,0.6059417,0.48921737,0.12402937,0.16020088,0.252682,0.23886548,0.36423948,0.9217143,0.04076089,0.19149993,0.9010385,0.21248363,0.7588072,0.5422034,0.52712804,0.60766846,0.19420552,0.33024177,0.049741127,0.44358462,0.24425255,0.31463185,0.69488,0.22532956,0.68222475,0.18059897,0.7945123,0.11993298,0.28989393,0.47999662,0.7093108,0.8988831,0.7825755,0.04655416,0.25248057,0.28885812,0.38437662,0.9639817,0.30935392,0.20753804,0.071252234,0.12732993,0.9865016,0.04500062,0.11323345,0.3596584,0.7481103,0.3559754,0.09432148,0.19168197,0.13620575,0.18227597,0.64867884,0.3703866,0.88844126,0.16534851,0.24151342,0.98234946,0.06885938,0.48299292,0.9001087,0.5849687,0.15862736,0.33077413,0.32014796,0.18130565,0.29807866,0.1256736,0.5587478
88,0.080659896,0.36705825,0.22444408,0.56370443,0.7175701,0.14168867,0.97734916,0.21376361,0.57654756,0.2851323,0.63418764,0.41023943,0.087552235,0.9331071,0.42632532,0.18340543,0.2077008,0.58009446,0.42305085,0.5346346,0.29951906,0.04472441,0.9907592,0.8347044,0.11710715,0.48041186,0.06673457,0.07127442,0.38933215,0.7714156,0.85410064,0.2497636,0.16819534,0.14350992,0.14763944,0.32716537,0.17821413,0.95112014,0.08144648,0.11174203,0.0732048,0.44054532,0.94801766,0.8496475,0.65263194,0.29982322,0.18197013,0.23384252,0.23838013,0.17116918,0.6545752,0.5735441,0.9934311,0.61537623,0.45922515,0.08689783,0.021640478,0.11537673,0.1755641,0.055478305,0.3458884,0.107859395,0.59822255,0.39470235,0.253777,0.67400944,0.026374293,0.4487065,0.12192349,0.2981953,0.104316585,0.26026145,0.111051515,0.115149304,0.34426627,0.12536693,0.24826509,0.15577501,0.37818292,0.61142725,0.2281399,0.030746866,0.5974785,0.06949942,0.029098134,0.07263747,0.2868806,0.675922,0.5018798,0.008096347,0.16319287,0.6327093,0.5703215,0.16033512,0.5233469,0.4379287,0.2395081,0.42182872,0.99744004,0.68390685
